contig ID,length,best subject sequence ID,taxonomy,percentage of identitcal matches,e-value,alignment length,number of mismatches,number of gap openings,start of alignment in query,end of alignment in query,start of alignment in subject,end of alignment in subject,bitscore
k141_126033,725,"AVX53294.1 RNA-dependent RNA polymerase, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",80.9,2.30E-112,241,45,1,724,2,90,329,414.8
k141_126205,397,B3STR0.1 RecName: Full=Intermediate capsid protein VP6,"root,Viruses,Riboviria,Reoviridae,Sedoreovirinae,Rotavirus,Rotavirus A,Avian rotavirus A,Avian rotavirus CH2",53.2,2.80E-27,126,55,1,20,397,242,363,131.3
k141_126432,484,AXQ65725.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",35.9,5.70E-06,78,50,0,407,174,24,101,60.8
k141_126655,761,XP_021064794.1 coxsackievirus and adenovirus receptor isoform X1 [Mus pahari],"root,cellular organisms,Eukaryota,Opisthokonta,Metazoa,Eumetazoa,Bilateria,Deuterostomia,Chordata,Craniata,Vertebrata,Gnathostomata,Teleostomi,Euteleostomi,Sarcopterygii,Dipnotetrapodomorpha,Tetrapoda,Amniota,Mammalia,Theria,Eutheria,Boreoeutheria,Euarchontoglires,Glires,Rodentia,Myomorpha,Muroidea,Muridae,Murinae,Mus,Coelomys,Mus pahari",98.6,2.30E-118,220,3,0,3,662,146,365,434.9
k141_126709,2192,AXH74467.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",32.7,1.80E-06,98,63,1,404,688,30,127,64.7
k141_126746,1093,"AIB06801.1 RNA-dependent RNA polymerase, partial [Fox fecal picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Fox fecal picobirnavirus",84.6,5.90E-184,363,56,0,3,1091,118,480,653.3
k141_127034,342,YP_009389539.1 putative RNA-binding protein [Aedes camptorhynchus reo-like virus],"root,Viruses,unclassified viruses,Aedes camptorhynchus reo-like virus",29.2,7.40E-08,120,75,1,3,332,1208,1327,66.6
k141_127787,328,AZU99721.1 DNA polymerase [Bacillus phage DK1],"root,Viruses,Caudovirales,Podoviridae,Picovirinae,Salasvirus,unclassified Salasvirus,Bacillus phage DK1",53.5,1.10E-21,99,46,0,12,308,261,359,112.5
k141_128238,469,AXH73201.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",40,8.00E-13,85,51,0,258,4,1,85,83.6
k141_128316,226,"AVX29481.1 polyprotein, partial [Marmot cardiovirus]","root,Viruses,Riboviria,Picornavirales,Picornaviridae,Cardiovirus,unclassified Cardiovirus,Marmot cardiovirus",67.7,7.50E-17,62,20,0,23,208,692,753,95.9
k141_129222,423,AXQ66152.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",37.5,8.60E-14,152,76,3,423,1,268,411,86.7
k141_129276,350,QAB47441.1 RNA-dependent RNA polymerase [Combu negative-strand RNA mycovirus],"root,Viruses,Riboviria,unclassified Riboviria,unclassified ssRNA viruses,unclassified ssRNA negative-strand viruses,Combu negative-strand RNA mycovirus",40.3,2.20E-15,129,64,2,350,3,1416,1544,91.7
k141_129495,948,ATY47698.1 polyprotein [Picornavirales sp.],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Picornavirales sp.",67.1,2.30E-120,316,98,3,948,1,612,921,441.8
k141_129644,645,AVX53264.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",71.6,2.30E-79,211,60,0,634,2,2,212,305.1
k141_1298,301,AVN99304.1 methyltransferase/helicase [Pistachio ampelovirus A],"root,Viruses,Riboviria,Closteroviridae,Ampelovirus,unclassified Ampelovirus,Pistachio ampelovirus A",66.7,1.70E-32,99,33,0,3,299,1212,1310,148.3
k141_129860,1650,YP_009329875.1 RdRp [Hubei partiti-like virus 11],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei partiti-like virus 11",55.2,1.30E-169,522,234,0,34,1599,1,522,606.3
k141_129901,339,AFB76118.1 hypothetical protein 2209_scaffold1451_00059 [unidentified phage],"root,Viruses,unclassified viruses,unclassified bacterial viruses,unidentified phage",81.2,3.50E-42,112,21,0,3,338,203,314,180.6
k141_130198,1111,"AVX53409.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",56,8.00E-11,75,29,2,860,1084,7,77,78.2
k141_13043,408,AWA82271.1 hypothetical protein [Tama virus],"root,Viruses,Riboviria,Solemoviridae,Sobemovirus,unclassified Sobemovirus,Tama virus",60.2,3.30E-31,113,45,0,15,353,260,372,144.4
k141_130438,308,ARF08987.1 HNH endonuclease [Catovirus CTV1],"root,Viruses,Mimiviridae,unclassified Mimiviridae,Klosneuvirinae,Catovirus,Catovirus CTV1",40.4,8.70E-08,99,56,2,15,308,56,152,66.2
k141_130548,2116,"BBC20586.1 capsid protein, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",43.1,3.80E-78,397,212,6,1556,372,67,451,302.8
k141_131017,1212,AVX53264.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",53.2,4.50E-116,423,179,2,1,1212,12,434,427.9
k141_131060,461,AVX53264.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",53.2,2.50E-35,154,71,1,461,3,12,165,158.3
k141_131594,374,AWD93008.1 putative terminase large subunit [Bacillus phage vB_BceM-HSE3],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Bacillus phage vB_BceM-HSE3",40.7,7.80E-11,118,60,5,370,26,342,452,76.6
k141_131702,6749,APA19831.1 ORF1a [Rodent astrovirus],"root,Viruses,Riboviria,Astroviridae,Mamastrovirus,unclassified Mamastrovirus,Rodent astrovirus",51.2,5.00E-257,932,419,10,6741,4030,1,924,898.7
k141_13201,5689,YP_009344965.1 hypothetical protein 2 [Jingmen tombus-like virus 2],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Jingmen tombus-like virus 2",44.1,7.30E-100,438,233,6,3846,2539,53,480,376.3
k141_132036,5424,AXF52089.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",59,3.60E-197,631,241,9,2310,433,2,619,699.5
k141_132220,389,AWU66044.1 Rep [unidentified circular ssDNA virus],"root,Viruses,unclassified viruses,unclassified DNA viruses,unclassified ssDNA viruses,unidentified circular ssDNA virus",83.6,5.00E-61,128,21,0,387,4,120,247,243.4
k141_132985,507,"BBC20590.1 RNA-dependent RNA polymerase, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",62.2,6.80E-50,172,60,2,3,506,81,251,206.8
k141_133004,2576,"AVX53819.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",40,3.10E-74,405,218,5,1020,2186,31,426,290
k141_133207,1112,AXH78004.1 replication initiator protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",38.5,1.10E-39,299,154,9,158,982,4,296,174.1
k141_133286,1618,AXF52639.1 replication protein [Inoviridae sp.],"root,Viruses,Inoviridae,unclassified Inoviridae,Inoviridae sp.",34.6,8.10E-12,133,79,4,1618,1238,39,169,82
k141_133374,4669,"AMQ23539.1 replicase, partial [Leviviridae sp.]","root,Viruses,Riboviria,Leviviridae,unclassified Leviviridae,Leviviridae sp.",30,1.20E-52,616,374,19,2798,4489,39,649,219.2
k141_13339,481,NP_604470.1 putative polymerase [Apple mosaic virus],"root,Viruses,Riboviria,Bromoviridae,Ilarvirus,Apple mosaic virus",96.3,4.40E-67,135,5,0,481,77,741,875,263.8
k141_133493,411,"AIW53313.1 RNA-dependent RNA polymerase, partial [Picobirnavirus HK-2014]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus HK-2014",87.2,3.40E-60,125,16,0,2,376,68,192,240.7
k141_133839,355,"AVX53347.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",48.9,3.80E-15,92,36,1,38,313,290,370,90.9
k141_133865,379,"AVD54028.1 capsid, partial [Macaque picobirnavirus 3]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Macaque picobirnavirus 3",52.8,1.20E-30,125,51,1,3,377,184,300,142.5
k141_133879,466,"BBC20586.1 capsid protein, partial [Picobirnavirus sp.]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",57.1,1.40E-25,112,47,1,336,4,71,182,125.9
k141_133979,1220,AWK77853.1 structural polyprotein [Bundaberg bee virus 2],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Bundaberg bee virus 2",25.1,3.40E-23,383,236,11,1064,48,247,622,119.4
k141_134266,369,YP_009333261.1 RNA-dependent RNA polymerase [Beihai narna-like virus 23],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Beihai narna-like virus 23",50.4,2.60E-27,119,58,1,358,2,525,642,131.3
k141_13443,528,AVX53292.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",65.9,3.70E-59,167,55,1,33,527,2,168,237.7
k141_134694,2752,"APG76919.1 hypothetical protein, partial [Hubei permutotetra-like virus 11]","root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei permutotetra-like virus 11",25.8,4.20E-45,938,532,34,21,2633,16,856,193.4
k141_134738,327,AXF52470.1 hypothetical protein [Siphoviridae sp.],"root,Viruses,Caudovirales,Siphoviridae,unclassified Siphoviridae,Siphoviridae sp.",48,1.10E-16,100,50,1,28,327,3,100,95.9
k141_134878,2371,"AVD54042.1 capsid, partial [Macaque picobirnavirus 10]","root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Macaque picobirnavirus 10",41,3.00E-92,502,273,9,813,2309,3,484,349.7
k141_135241,1482,QAA77647.1 RNA-dependent RNA polymerase [Kumba picobirna-like virus],"root,Viruses,Riboviria,Picornavirales,unclassified Picornavirales,Kumba picobirna-like virus",46.5,9.70E-105,458,238,6,18,1388,9,460,390.6
k141_135520,2572,AVX53537.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",40.1,5.40E-103,571,305,12,1676,36,3,560,385.6
k141_135622,592,AXF52118.1 hypothetical protein [Podoviridae sp.],"root,Viruses,Caudovirales,Podoviridae,unclassified Podoviridae,Podoviridae sp.",43,8.90E-09,93,47,2,422,144,139,225,70.5
k141_135653,679,VEV88535.1 HNH homing endonuclease [Staphylococcus phage Stab21],"root,Viruses,Caudovirales,Herelleviridae,Twortvirinae,Kayvirus,unclassified Kayvirus,Staphylococcus phage Stab21",33.8,5.40E-10,151,80,4,406,14,3,153,74.7
k141_135750,344,YP_004934333.1 putative RNA-polymerase beta-subunit [Yersinia phage phiR1-37],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Yersinia phage phiR1-37",34.3,3.60E-10,99,65,0,314,18,1226,1324,74.3
k141_135858,967,AVX53463.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",30.8,6.90E-43,315,200,6,36,932,98,410,184.5
k141_135935,483,AVX53300.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",71.2,6.70E-55,153,43,1,6,464,383,534,223.4
k141_136131,611,AXL14599.1 replication initiator protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",45.8,2.20E-18,131,54,4,4,345,28,158,102.4
k141_136692,1115,AVX53307.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",41.3,5.10E-74,378,203,9,1,1113,166,531,288.1
k141_137148,948,"AVX53567.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",40.2,9.40E-45,271,149,5,945,163,214,481,190.7
k141_137896,374,"AVX53527.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",60.2,2.00E-30,113,44,1,341,3,109,220,141.7
k141_137971,306,"AVX29481.1 polyprotein, partial [Marmot cardiovirus]","root,Viruses,Riboviria,Picornavirales,Picornaviridae,Cardiovirus,unclassified Cardiovirus,Marmot cardiovirus",65.3,3.10E-29,101,35,0,3,305,709,809,137.5
k141_137973,789,YP_009337417.1 hypothetical protein 1 [Changjiang tombus-like virus 9],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Changjiang tombus-like virus 9",38.8,3.10E-25,188,114,1,227,787,352,539,125.6
k141_138017,1034,YP_009333180.1 hypothetical protein 1 [Wenling picorna-like virus 2],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Wenling picorna-like virus 2",37.3,3.00E-60,378,201,9,4,1032,1043,1419,242.3
k141_138777,1656,AXL64605.1 capsid protein [Chicken picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",52.5,2.30E-131,499,201,12,1425,4,31,518,479.2
k141_139237,468,AXH74544.1 recombinase [CrAssphage sp.],"root,Viruses,Caudovirales,Podoviridae,unclassified Podoviridae,crAss-like viruses,CrAssphage sp.",78.2,1.50E-64,156,34,0,1,468,2,157,255.4
k141_139274,1530,AVX53445.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",59.4,3.50E-182,507,198,2,1,1518,57,556,647.9
k141_139521,1197,APG78613.1 hypothetical protein [Hubei arthropod virus 3],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei arthropod virus 3",39.8,1.30E-06,98,51,2,672,953,1227,1320,64.3
k141_139817,1935,AOW41964.1 capsid protein [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",40.6,2.60E-89,584,281,16,1793,180,1,564,339.7
k141_140423,940,AVX53268.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",59.1,1.20E-76,252,97,3,757,2,58,303,296.6
k141_141012,583,ALS03437.1 VP1 [Gokushovirus WZ-2015a],"root,Viruses,Microviridae,Gokushovirinae,unclassified Gokushovirinae,Gokushovirus WZ-2015a",77.6,4.80E-31,85,19,0,258,4,1,85,144.4
k141_141469,2782,AXL64605.1 capsid protein [Chicken picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",48.4,7.10E-141,583,253,14,1123,2766,2,571,511.5
k141_141506,1843,AOW41964.1 capsid protein [Picobirnavirus sp.],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Picobirnavirus sp.",40.4,3.30E-94,581,308,13,133,1812,1,564,355.9
k141_141643,483,AVX53263.1 RNA-dependent RNA polymerase [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",70.8,2.00E-59,161,47,0,1,483,195,355,238.4
k141_141677,1454,ALS03449.1 VP3 [Gokushovirus WZ-2015a],"root,Viruses,Microviridae,Gokushovirinae,unclassified Gokushovirinae,Gokushovirus WZ-2015a",63.2,8.50E-45,136,50,0,935,1342,2,137,191.4
k141_141684,2479,AVX53657.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",58.8,7.90E-168,551,210,7,1632,16,47,592,600.9
k141_141778,668,"AEM05823.1 RNA-dependent RNA polymerase, partial [Microtus picobirnavirus V-111/USA/2008]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Microtus picobirnavirus V-111/USA/2008",67.6,5.50E-84,222,66,1,1,666,158,373,320.5
k141_142100,577,AXH73229.1 replication initiator protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",43.8,5.40E-43,208,97,2,12,575,38,245,184.1
k141_142206,2363,AXL64605.1 capsid protein [Chicken picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Chicken picobirnavirus",40.3,3.80E-103,581,282,14,1587,7,2,571,386
k141_142356,781,YP_007006624.1 gp17 [Sphingomonas phage PAU],"root,Viruses,Caudovirales,Myoviridae,unclassified Myoviridae,Sphingomonas phage PAU",29.5,4.10E-22,264,178,5,777,1,235,495,115.2
k141_142574,464,YP_009342462.1 hypothetical protein [Wuhan house centipede virus 4],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Wuhan house centipede virus 4",38.9,5.30E-17,157,91,4,459,1,28,183,97.4
k141_142581,811,"AVX53822.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",56.2,2.40E-73,235,97,2,763,77,3,237,285.4
k141_142586,2437,YP_009169188.1 Possible homing endonuclease [Campylobacter virus CP220],"root,Viruses,Caudovirales,Myoviridae,Eucampyvirinae,Firehammervirus,Campylobacter virus CP220",29.8,3.40E-22,255,170,5,1978,1238,317,570,117.1
k141_142794,721,ACT66744.1 replicase [Escherichia virus Qbeta],"root,Viruses,Riboviria,Leviviridae,Allolevivirus,Escherichia virus Qbeta",53.7,5.30E-56,218,89,3,72,707,207,418,227.6
k141_143043,342,AVX53463.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",33.6,6.90E-06,113,67,3,339,1,334,438,60.1
k141_143143,4026,"AMQ23534.1 maturation, partial [Leviviridae sp.]","root,Viruses,Riboviria,Leviviridae,unclassified Leviviridae,Leviviridae sp.",27.5,4.90E-26,309,198,7,559,1446,126,421,130.6
k141_143238,2677,AVX53395.1 putative capsid [Marmot picobirnavirus],"root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",51,6.20E-134,516,241,8,1543,5,47,553,488.4
k141_143324,418,WP_103241580.1 virion core protein (lumpy skin disease virus) [Acetatifactor muris],"root,cellular organisms,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Acetatifactor,Acetatifactor muris",81.9,1.20E-60,138,25,0,3,416,13,150,242.3
k141_143493,4799,"AMQ23539.1 replicase, partial [Leviviridae sp.]","root,Viruses,Riboviria,Leviviridae,unclassified Leviviridae,Leviviridae sp.",31.5,1.70E-54,552,331,15,2493,961,48,593,225.3
k141_143497,598,YP_007236010.1 hypothetical protein BN80_181 [Yersinia phage phiR1-RT],"root,Viruses,Caudovirales,Myoviridae,Tegunavirus,Yersinia virus R1RT,Yersinia phage phiR1-RT",35.3,2.20E-15,173,85,5,135,596,150,314,92.4
k141_143672,1021,AXF38744.1 RNA-dependent RNA polymerase [Shelduck picobirnavirus I],"root,Viruses,Riboviria,Picobirnaviridae,unclassified Picobirnaviridae,Shelduck picobirnavirus I",72.4,2.60E-133,323,87,1,52,1020,1,321,485
k141_143935,470,YP_009336660.1 hypothetical protein 3 [Hubei tombus-like virus 17],"root,Viruses,Riboviria,unclassified Riboviria,unclassified RNA viruses ShiM-2016,Hubei tombus-like virus 17",73.2,1.50E-06,41,11,0,342,220,1,41,62.8
k141_144058,893,AXF52345.1 ATPase family protein [Inoviridae sp.],"root,Viruses,Inoviridae,unclassified Inoviridae,Inoviridae sp.",53,2.70E-62,219,103,0,740,84,9,227,248.8
k141_144137,376,AXF52738.1 major capsid protein [Microviridae sp.],"root,Viruses,Microviridae,unclassified Microviridae,Microviridae sp.",58.3,1.10E-33,120,50,0,376,17,541,660,152.5
k141_144475,857,"AVX53272.1 RNA-dependent RNA polymerase, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",73.4,4.60E-115,282,74,1,844,2,15,296,424.1
k141_144580,449,"AVX53409.1 putative capsid, partial [Marmot picobirnavirus]","root,Viruses,Riboviria,Picobirnaviridae,Picobirnavirus,unclassified Picobirnavirus,Marmot picobirnavirus",53.6,3.70E-07,69,19,2,282,449,4,72,64.7
